benchmark,solver,"wallclock time",result,exprs-total-size
General-Track/polynomial4.sl,CVC4-1.5.1-sygus-comp-v1,5.66532,correct,8
General-Track/qm_area_sel_2.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/qm_choose_01.sl,CVC4-1.5.1-sygus-comp-v1,39.605,correct,7
General-Track/qm_choose_yz.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/qm_in_range.sl,CVC4-1.5.1-sygus-comp-v1,3600.1,unsolved,0
General-Track/qm_loop_1.sl,CVC4-1.5.1-sygus-comp-v1,2.32785,correct,5
General-Track/qm_loop_2.sl,CVC4-1.5.1-sygus-comp-v1,3600.03,unsolved,0
General-Track/qm_loop_3.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/qm_max2.sl,CVC4-1.5.1-sygus-comp-v1,259.652,correct,7
General-Track/qm_max3.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/qm_max4.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/qm_max5.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/qm_neg_1.sl,CVC4-1.5.1-sygus-comp-v1,2.57213,correct,7
General-Track/qm_neg_2.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/qm_neg_3.sl,CVC4-1.5.1-sygus-comp-v1,3600.03,unsolved,0
General-Track/qm_neg_4.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/qm_neg_5.sl,CVC4-1.5.1-sygus-comp-v1,3600.1,unsolved,0
General-Track/qm_neg_eq_1.sl,CVC4-1.5.1-sygus-comp-v1,19.2317,correct,7
General-Track/qm_neg_eq_2.sl,CVC4-1.5.1-sygus-comp-v1,3600.01,unsolved,0
General-Track/qm_neg_eq_3.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/qm_neg_eq_4.sl,CVC4-1.5.1-sygus-comp-v1,3600.12,unsolved,0
General-Track/qm_neg_eq_5.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/s0.sl,CVC4-1.5.1-sygus-comp-v1,3600.11,unsolved,0
General-Track/s0_d0.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/s0_d1.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/s0_d2.sl,CVC4-1.5.1-sygus-comp-v1,3600.11,unsolved,0
General-Track/s1.sl,CVC4-1.5.1-sygus-comp-v1,3600.03,unsolved,0
General-Track/s10.sl,CVC4-1.5.1-sygus-comp-v1,0.017777,correct,7
General-Track/s11.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/s12.sl,CVC4-1.5.1-sygus-comp-v1,0.038561,unsolved,0
General-Track/s2.sl,CVC4-1.5.1-sygus-comp-v1,0.0157671,correct,6
General-Track/s3.sl,CVC4-1.5.1-sygus-comp-v1,0.017127,correct,1
General-Track/s4.sl,CVC4-1.5.1-sygus-comp-v1,0.0160191,correct,11
General-Track/s5.sl,CVC4-1.5.1-sygus-comp-v1,0.0168461,correct,17
General-Track/s6.sl,CVC4-1.5.1-sygus-comp-v1,3600.11,unsolved,0
General-Track/s7.sl,CVC4-1.5.1-sygus-comp-v1,0.0172219,correct,13
General-Track/s8.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/s9.sl,CVC4-1.5.1-sygus-comp-v1,0.0188109,correct,7
General-Track/sevenfuncs.sl,CVC4-1.5.1-sygus-comp-v1,3600.01,unsolved,0
General-Track/seven_c1.sl,CVC4-1.5.1-sygus-comp-v1,0.178357,unsolved,0
General-Track/seven_c2.sl,CVC4-1.5.1-sygus-comp-v1,0.163784,unsolved,0
General-Track/seven_c3.sl,CVC4-1.5.1-sygus-comp-v1,0.180031,unsolved,0
General-Track/seven_c4.sl,CVC4-1.5.1-sygus-comp-v1,0.30764,unsolved,0
General-Track/seven_three_d0.sl,CVC4-1.5.1-sygus-comp-v1,0.12253,unsolved,0
General-Track/seven_three_d1.sl,CVC4-1.5.1-sygus-comp-v1,0.114347,unsolved,0
General-Track/sixfuncs.sl,CVC4-1.5.1-sygus-comp-v1,0.024171,correct,26
General-Track/tenfunc1.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/tenfunc2.sl,CVC4-1.5.1-sygus-comp-v1,3600.11,unsolved,0
General-Track/three.sl,CVC4-1.5.1-sygus-comp-v1,0.0865721,unsolved,0
General-Track/three_d0.sl,CVC4-1.5.1-sygus-comp-v1,0.178554,unsolved,0
General-Track/three_d1.sl,CVC4-1.5.1-sygus-comp-v1,0.115483,unsolved,0
General-Track/three_d2.sl,CVC4-1.5.1-sygus-comp-v1,0.1586,unsolved,0
General-Track/three_d3.sl,CVC4-1.5.1-sygus-comp-v1,4.3834,unsolved,0
General-Track/twolets1.sl,CVC4-1.5.1-sygus-comp-v1,0.0232759,correct,16
General-Track/twolets10.sl,CVC4-1.5.1-sygus-comp-v1,3600.12,unsolved,0
General-Track/twolets3.sl,CVC4-1.5.1-sygus-comp-v1,0.0261761,correct,22
General-Track/twolets4.sl,CVC4-1.5.1-sygus-comp-v1,0.0308561,correct,28
General-Track/twolets5.sl,CVC4-1.5.1-sygus-comp-v1,114.133,violates_grammar,0
General-Track/twolets6.sl,CVC4-1.5.1-sygus-comp-v1,3600.01,unsolved,0
General-Track/twolets7.sl,CVC4-1.5.1-sygus-comp-v1,3600.11,unsolved,0
General-Track/twolets8.sl,CVC4-1.5.1-sygus-comp-v1,3600.03,unsolved,0
General-Track/twolets9.sl,CVC4-1.5.1-sygus-comp-v1,3600.1,unsolved,0
General-Track/unbdd_inv_gen_array.sl,CVC4-1.5.1-sygus-comp-v1,3.17101,correct,19
General-Track/unbdd_inv_gen_cegar2.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/unbdd_inv_gen_cgr1.sl,CVC4-1.5.1-sygus-comp-v1,2.61705,correct,21
General-Track/unbdd_inv_gen_ex14.sl,CVC4-1.5.1-sygus-comp-v1,2.96113,correct,21
General-Track/unbdd_inv_gen_ex23.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/unbdd_inv_gen_ex7.sl,CVC4-1.5.1-sygus-comp-v1,0.657017,correct,19
General-Track/unbdd_inv_gen_fig1.sl,CVC4-1.5.1-sygus-comp-v1,70.6117,correct,23
General-Track/unbdd_inv_gen_fig3.sl,CVC4-1.5.1-sygus-comp-v1,5.43614,correct,19
General-Track/unbdd_inv_gen_fig6.sl,CVC4-1.5.1-sygus-comp-v1,0.279429,correct,19
General-Track/unbdd_inv_gen_fig8.sl,CVC4-1.5.1-sygus-comp-v1,0.3118,correct,19
General-Track/unbdd_inv_gen_fig9.sl,CVC4-1.5.1-sygus-comp-v1,0.58085,correct,19
General-Track/unbdd_inv_gen_finf1.sl,CVC4-1.5.1-sygus-comp-v1,0.607995,correct,19
General-Track/unbdd_inv_gen_finf2.sl,CVC4-1.5.1-sygus-comp-v1,0.607416,correct,19
General-Track/unbdd_inv_gen_n_c11.sl,CVC4-1.5.1-sygus-comp-v1,0.914775,correct,19
General-Track/unbdd_inv_gen_sum1.sl,CVC4-1.5.1-sygus-comp-v1,3600.01,unsolved,0
General-Track/unbdd_inv_gen_sum3.sl,CVC4-1.5.1-sygus-comp-v1,1.19454,correct,19
General-Track/unbdd_inv_gen_sum4.sl,CVC4-1.5.1-sygus-comp-v1,201.105,correct,19
General-Track/unbdd_inv_gen_tcs.sl,CVC4-1.5.1-sygus-comp-v1,3600.01,unsolved,0
General-Track/unbdd_inv_gen_term2.sl,CVC4-1.5.1-sygus-comp-v1,0.747077,correct,19
General-Track/unbdd_inv_gen_term3.sl,CVC4-1.5.1-sygus-comp-v1,0.291168,correct,19
General-Track/unbdd_inv_gen_trex1.sl,CVC4-1.5.1-sygus-comp-v1,18.8885,correct,21
General-Track/unbdd_inv_gen_trex2.sl,CVC4-1.5.1-sygus-comp-v1,0.281671,correct,19
General-Track/unbdd_inv_gen_trex4.sl,CVC4-1.5.1-sygus-comp-v1,0.464278,correct,19
General-Track/unbdd_inv_gen_vmail.sl,CVC4-1.5.1-sygus-comp-v1,0.250896,correct,19
General-Track/unbdd_inv_gen_w1.sl,CVC4-1.5.1-sygus-comp-v1,0.383446,correct,19
General-Track/unbdd_inv_gen_w2.sl,CVC4-1.5.1-sygus-comp-v1,2.36099,correct,21
General-Track/unbdd_inv_gen_winf1.sl,CVC4-1.5.1-sygus-comp-v1,0.0157789,correct,19
General-Track/unbdd_inv_gen_winf2.sl,CVC4-1.5.1-sygus-comp-v1,0.0162469,correct,19
General-Track/icfp_25_1000.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_28_10.sl,CVC4-1.5.1-sygus-comp-v1,0.410703,correct,2
General-Track/icfp_30_10.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_32_10.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_38_10.sl,CVC4-1.5.1-sygus-comp-v1,3600.12,unsolved,0
General-Track/icfp_39_100.sl,CVC4-1.5.1-sygus-comp-v1,3600.03,unsolved,0
General-Track/icfp_45_10.sl,CVC4-1.5.1-sygus-comp-v1,3600.03,unsolved,0
General-Track/icfp_45_1000.sl,CVC4-1.5.1-sygus-comp-v1,3600.07,unsolved,0
General-Track/icfp_51_10.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_54_1000.sl,CVC4-1.5.1-sygus-comp-v1,3600.04,unsolved,0
General-Track/icfp_56_1000.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_5_1000.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_64_10.sl,CVC4-1.5.1-sygus-comp-v1,3600.1,unsolved,0
General-Track/icfp_68_1000.sl,CVC4-1.5.1-sygus-comp-v1,3600.1,unsolved,0
General-Track/icfp_69_10.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_72_10.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_73_10.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_7_10.sl,CVC4-1.5.1-sygus-comp-v1,3600.12,unsolved,0
General-Track/icfp_7_1000.sl,CVC4-1.5.1-sygus-comp-v1,3600.09,unsolved,0
General-Track/icfp_81_1000.sl,CVC4-1.5.1-sygus-comp-v1,3600.03,unsolved,0
General-Track/icfp_82_10.sl,CVC4-1.5.1-sygus-comp-v1,3600.11,unsolved,0
General-Track/icfp_82_100.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_87_10.sl,CVC4-1.5.1-sygus-comp-v1,3600.11,unsolved,0
General-Track/icfp_93_1000.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_94_100.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_94_1000.sl,CVC4-1.5.1-sygus-comp-v1,3600.11,unsolved,0
General-Track/icfp_95_100.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_96_10.sl,CVC4-1.5.1-sygus-comp-v1,3600.12,unsolved,0
General-Track/icfp_96_1000.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_99_100.sl,CVC4-1.5.1-sygus-comp-v1,3600.04,unsolved,0
General-Track/icfp_9_1000.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/inv_gen_array.sl,CVC4-1.5.1-sygus-comp-v1,52.4998,correct,19
General-Track/inv_gen_cegar2.sl,CVC4-1.5.1-sygus-comp-v1,15.7435,unsolved,0
General-Track/inv_gen_cgr1.sl,CVC4-1.5.1-sygus-comp-v1,0.726458,correct,19
General-Track/inv_gen_ex14.sl,CVC4-1.5.1-sygus-comp-v1,0.356531,correct,19
General-Track/inv_gen_ex23.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/inv_gen_ex7.sl,CVC4-1.5.1-sygus-comp-v1,0.988327,correct,19
General-Track/inv_gen_fig1.sl,CVC4-1.5.1-sygus-comp-v1,8.15565,correct,19
General-Track/inv_gen_fig3.sl,CVC4-1.5.1-sygus-comp-v1,30.5191,correct,19
General-Track/inv_gen_fig6.sl,CVC4-1.5.1-sygus-comp-v1,0.220839,correct,19
General-Track/inv_gen_fig8.sl,CVC4-1.5.1-sygus-comp-v1,0.321554,correct,19
General-Track/inv_gen_fig9.sl,CVC4-1.5.1-sygus-comp-v1,0.681559,correct,19
General-Track/inv_gen_finf1.sl,CVC4-1.5.1-sygus-comp-v1,12.9787,correct,19
General-Track/inv_gen_finf2.sl,CVC4-1.5.1-sygus-comp-v1,12.4739,correct,19
General-Track/inv_gen_n_c11.sl,CVC4-1.5.1-sygus-comp-v1,1.09321,correct,19
General-Track/inv_gen_sum1.sl,CVC4-1.5.1-sygus-comp-v1,114.408,unsolved,0
General-Track/inv_gen_sum3.sl,CVC4-1.5.1-sygus-comp-v1,2.41671,correct,19
General-Track/inv_gen_sum4.sl,CVC4-1.5.1-sygus-comp-v1,463.112,correct,19
General-Track/inv_gen_tcs.sl,CVC4-1.5.1-sygus-comp-v1,90.4886,unsolved,0
General-Track/inv_gen_term2.sl,CVC4-1.5.1-sygus-comp-v1,0.547484,correct,19
General-Track/inv_gen_term3.sl,CVC4-1.5.1-sygus-comp-v1,0.363675,correct,19
General-Track/inv_gen_trex1.sl,CVC4-1.5.1-sygus-comp-v1,1.41583,correct,19
General-Track/inv_gen_trex2.sl,CVC4-1.5.1-sygus-comp-v1,0.221548,correct,19
General-Track/inv_gen_trex4.sl,CVC4-1.5.1-sygus-comp-v1,0.468007,correct,19
General-Track/inv_gen_vmail.sl,CVC4-1.5.1-sygus-comp-v1,0.413788,correct,19
General-Track/inv_gen_w1.sl,CVC4-1.5.1-sygus-comp-v1,0.475737,correct,19
General-Track/inv_gen_w2.sl,CVC4-1.5.1-sygus-comp-v1,0.414844,correct,19
General-Track/inv_gen_winf1.sl,CVC4-1.5.1-sygus-comp-v1,0.0213099,correct,19
General-Track/inv_gen_winf2.sl,CVC4-1.5.1-sygus-comp-v1,0.0216411,correct,19
General-Track/LinExpr_eq1ex.sl,CVC4-1.5.1-sygus-comp-v1,0.611759,correct,57668
General-Track/LinExpr_eq2ex.sl,CVC4-1.5.1-sygus-comp-v1,0.519838,correct,25462
General-Track/LinExpr_inv1.sl,CVC4-1.5.1-sygus-comp-v1,591.609,correct,14
General-Track/LinExpr_inv1_ex.sl,CVC4-1.5.1-sygus-comp-v1,0.079247,correct,4022
General-Track/logcount-d1.sl,CVC4-1.5.1-sygus-comp-v1,3600.12,unsolved,0
General-Track/logcount-d5.sl,CVC4-1.5.1-sygus-comp-v1,3600.05,unsolved,0
General-Track/logcount.sl,CVC4-1.5.1-sygus-comp-v1,0.124097,unsolved,0
General-Track/logcount2-d1.sl,CVC4-1.5.1-sygus-comp-v1,3600.1,unsolved,0
General-Track/logcount2-d5.sl,CVC4-1.5.1-sygus-comp-v1,3600.04,unsolved,0
General-Track/logcount2.sl,CVC4-1.5.1-sygus-comp-v1,0.462956,unsolved,0
General-Track/max10.sl,CVC4-1.5.1-sygus-comp-v1,0.588253,correct,460
General-Track/max12.sl,CVC4-1.5.1-sygus-comp-v1,1.62499,correct,673
General-Track/max13.sl,CVC4-1.5.1-sygus-comp-v1,3.0896,correct,808
General-Track/max14.sl,CVC4-1.5.1-sygus-comp-v1,5.13775,correct,957
General-Track/max15.sl,CVC4-1.5.1-sygus-comp-v1,6.28473,correct,1044
General-Track/max2.sl,CVC4-1.5.1-sygus-comp-v1,0.015588,correct,6
General-Track/max3.sl,CVC4-1.5.1-sygus-comp-v1,0.0189811,correct,28
General-Track/max4.sl,CVC4-1.5.1-sygus-comp-v1,0.0254979,correct,55
General-Track/max5.sl,CVC4-1.5.1-sygus-comp-v1,0.040245,correct,93
General-Track/max6.sl,CVC4-1.5.1-sygus-comp-v1,0.062606,correct,139
General-Track/max7.sl,CVC4-1.5.1-sygus-comp-v1,0.120799,correct,196
General-Track/max8.sl,CVC4-1.5.1-sygus-comp-v1,0.224524,correct,270
General-Track/max9.sl,CVC4-1.5.1-sygus-comp-v1,0.323867,correct,358
General-Track/max_11.sl,CVC4-1.5.1-sygus-comp-v1,0.983218,correct,552
General-Track/mpg_example1.sl,CVC4-1.5.1-sygus-comp-v1,0.020136,correct,127
General-Track/mpg_example2.sl,CVC4-1.5.1-sygus-comp-v1,0.027158,correct,259
General-Track/mpg_example3.sl,CVC4-1.5.1-sygus-comp-v1,0.050357,correct,1001
General-Track/mpg_example4.sl,CVC4-1.5.1-sygus-comp-v1,0.0858111,correct,3657
General-Track/mpg_example5.sl,CVC4-1.5.1-sygus-comp-v1,0.0543599,correct,1767
General-Track/mpg_guard1.sl,CVC4-1.5.1-sygus-comp-v1,0.017637,correct,23
General-Track/mpg_guard2.sl,CVC4-1.5.1-sygus-comp-v1,0.0181721,correct,27
General-Track/mpg_guard3.sl,CVC4-1.5.1-sygus-comp-v1,0.0179501,correct,31
General-Track/mpg_guard4.sl,CVC4-1.5.1-sygus-comp-v1,0.0181609,correct,33
General-Track/mpg_ite1.sl,CVC4-1.5.1-sygus-comp-v1,0.0200711,correct,77
General-Track/mpg_ite2.sl,CVC4-1.5.1-sygus-comp-v1,0.0203841,correct,105
General-Track/mpg_plane1.sl,CVC4-1.5.1-sygus-comp-v1,0.015168,correct,3
General-Track/mpg_plane2.sl,CVC4-1.5.1-sygus-comp-v1,0.015679,correct,17
General-Track/mpg_plane3.sl,CVC4-1.5.1-sygus-comp-v1,0.0176179,correct,29
General-Track/MPwL_d1s3.sl,CVC4-1.5.1-sygus-comp-v1,0.567112,correct,1
General-Track/MPwL_d1s7.sl,CVC4-1.5.1-sygus-comp-v1,121.675,correct,1
General-Track/MPwL_d4s3.sl,CVC4-1.5.1-sygus-comp-v1,3.32782,correct,7
